user_id,song_id,rating
25,s48129,2
25,s163986,3
25,s92593,4
26,s70869,5
26,s135392,2
26,s136650,5
26,s153020,9
26,s25938,2
26,s147076,10
26,s142889,10
26,s47509,2
26,s26783,5
26,s153278,10
26,s155620,6
26,s170285,10
26,s94173,8
26,s16457,1
26,s71435,3
26,s152600,6
26,s11801,1
26,s37186,10
26,s109014,6
26,s27340,1
26,s58332,5
26,s40161,2
26,s35802,2
26,s49597,6
26,s165967,2
26,s56647,5
26,s71018,3
26,s38117,3
26,s51475,9
26,s76122,10
27,s167292,8
27,s110248,9
27,s153684,6
27,s78198,2
27,s69614,10
27,s58151,3
27,s106289,4
27,s99895,10
27,s57111,1
27,s121825,1
27,s53064,6
27,s1785,3
27,s166118,1
27,s33589,3
27,s68948,2
27,s71458,1
27,s94372,7
27,s150287,5
27,s164557,2
27,s2232,1
27,s11281,4
27,s154746,1
27,s146270,8
27,s95878,10
27,s50668,1
27,s51512,1
27,s90643,10
27,s1301,5
27,s139564,9
27,s60770,5
28,s121519,1
28,s84047,4
28,s62310,7
28,s106479,10
28,s106131,8
28,s9394,7
28,s77375,5
28,s77943,2
28,s164448,6
28,s19130,6
28,s149286,9
28,s29704,10
28,s37797,4
28,s45483,3
28,s144136,2
28,s106436,2
28,s91575,4
28,s73627,9
28,s27744,8
28,s62286,3
28,s28103,6
28,s10756,3
28,s90983,2
28,s103942,5
28,s72561,9
28,s111419,4
28,s76466,4
28,s150857,2
28,s108943,1
28,s87136,7
29,s110453,8
29,s143666,5
29,s112210,7
29,s162638,1
29,s150708,10
29,s106,3
29,s70341,2
29,s134805,1
29,s15835,10
29,s26663,6
29,s96164,4
29,s52837,1
29,s50725,8
29,s148531,9
29,s133566,9
29,s48054,2
29,s114295,4
29,s5892,9
29,s106760,7
29,s57171,2
29,s127618,5
29,s40301,7
29,s92217,7
29,s134675,7
29,s112259,3
29,s17347,7
29,s70407,1
29,s83722,5
29,s49933,5
29,s22657,6
30,s150134,8
30,s108953,8
30,s57948,4
30,s37907,4
30,s146538,4
30,s4126,1
30,s127252,8
30,s133558,5
30,s34490,10
30,s86333,9
30,s121174,2
30,s34074,3
30,s61152,2
30,s72347,10
30,s5909,5
30,s90099,8
30,s34385,10
30,s32629,3
30,s129563,2
30,s94271,5
30,s12820,2
30,s66236,7
30,s19163,8
30,s61894,5
30,s125828,1
30,s76021,1
30,s41822,8
30,s24816,10
30,s147670,1
30,s84378,8
31,s32411,1
31,s60420,2
31,s75283,4
31,s80376,4
31,s140715,9
31,s37100,9
31,s100463,10
31,s116387,7
31,s21313,10
31,s41868,4
31,s36113,4
31,s105182,3
31,s91635,4
31,s135925,7
31,s36124,10
31,s143595,4
31,s136161,4
31,s98311,3
31,s2612,9
31,s133981,10
31,s34793,6
31,s86832,10
31,s144340,6
31,s146195,5
31,s101572,7
31,s10358,1
31,s26440,3
31,s29887,10
31,s65474,2
31,s137734,7
32,s97951,1
32,s5859,10
32,s154237,5
32,s76484,8
32,s25584,2
32,s8137,4
32,s67244,4
32,s88300,4
32,s12077,10
32,s72268,1
32,s19516,7
32,s12081,9
32,s154672,5
32,s89975,4
32,s100805,7
32,s29261,10
32,s34337,10
32,s110862,9
32,s14352,9
32,s45184,8
32,s7675,7
32,s109333,2
32,s25104,1
32,s160759,7
32,s37614,2
32,s92470,7
32,s80659,9
32,s17957,3
32,s166673,5
32,s99372,2
33,s63156,2
33,s131687,10
33,s65557,2
33,s101332,2
33,s6843,6
33,s128488,7
33,s69741,10
33,s68841,9
33,s55723,10
33,s151234,8
33,s86449,2
33,s133146,1
33,s80865,3
33,s128455,7
33,s126852,5
33,s52993,9
33,s91513,5
33,s93850,6
33,s23114,8
33,s63149,3
33,s139340,3
33,s154496,2
33,s14679,2
33,s24105,3
33,s64190,6
33,s86863,2
33,s34368,4
33,s40580,7
33,s120108,2
33,s95164,8
34,s100245,3
34,s145741,4
34,s100763,2
34,s148378,6
34,s93125,10
34,s164054,1
34,s28298,7
34,s142782,5
34,s150101,2
34,s25932,7
34,s55671,9
34,s128652,9
34,s10089,5
34,s100474,9
34,s61465,9
34,s38543,10
34,s101764,7
34,s134925,1
34,s169851,10
34,s27245,8
34,s77816,1
34,s140330,8
34,s131452,5
34,s71101,6
34,s138741,8
34,s14889,3
34,s95686,7
34,s131460,5
34,s84778,8
34,s123875,1
35,s126,4
35,s59621,6
35,s164442,4
35,s22592,6
35,s48834,2
35,s150062,5
35,s390,1
35,s165222,7
35,s106037,1
35,s111076,8
35,s143089,9
35,s26308,4
35,s22226,8
35,s95651,10
35,s65328,4
35,s43905,3
35,s61370,8
35,s138996,3
35,s69346,8
35,s39287,9
35,s152949,7
35,s99884,10
35,s107467,5
35,s44366,10
35,s137951,9
35,s5527,9
35,s76076,8
35,s162206,2
35,s100977,5
35,s112657,8
36,s81931,2
36,s82129,10
36,s26254,7
36,s23156,10
36,s40139,7
36,s39150,5
36,s125792,4
36,s18895,1
36,s164628,10
36,s102109,10
36,s154431,7
36,s80500,4
36,s58924,10
36,s105188,9
36,s5505,7
36,s18632,2
36,s113890,5
36,s15793,6
36,s96406,5
36,s170125,3
36,s137980,4
36,s58487,4
36,s167363,4
36,s25132,7
36,s92719,9
36,s157338,6
36,s20009,7
36,s20034,10
36,s81735,1
36,s152580,4
37,s159301,7
37,s79322,3
37,s148822,5
37,s100329,1
37,s157348,2
37,s44282,2
37,s167700,6
37,s96993,9
37,s18870,1
37,s137907,4
37,s46035,2
37,s102289,2
37,s117388,10
37,s55305,4
37,s42124,3
37,s96515,3
37,s64666,2
37,s54983,4
37,s52345,6
37,s104385,1
37,s84177,5
37,s54141,7
37,s158846,9
37,s144694,4
37,s10015,4
37,s131897,3
37,s23870,5
37,s85704,2
37,s50473,7
37,s169001,4
38,s46176,6
38,s79636,9
38,s59954,9
38,s163189,7
38,s68693,10
38,s100363,10
38,s146585,7
38,s48922,7
38,s23427,2
38,s21851,7
38,s15243,4
38,s85385,5
38,s109432,10
38,s95311,9
38,s145672,3
38,s75383,7
38,s97386,10
38,s93381,3
38,s128573,7
38,s32816,5
38,s151654,6
38,s94996,7
38,s21172,1
38,s102740,3
38,s74850,1
38,s130226,5
38,s98601,1
38,s55411,5
38,s125847,7
38,s147178,3
39,s109784,8
39,s146773,8
39,s156511,8
39,s1620,5
39,s75920,10
39,s13373,7
39,s95550,2
39,s78578,9
39,s23165,10
39,s168419,1
39,s75836,5
39,s68456,5
39,s57044,1
39,s67735,7
39,s136967,1
39,s106718,10
39,s31072,5
39,s41195,4
39,s12382,2
39,s55703,2
39,s42106,4
39,s74277,4
39,s17956,6
39,s22892,3
39,s148390,10
39,s37728,3
39,s170112,2
39,s144084,10
39,s74115,9
39,s150384,3
40,s16115,7
40,s21552,3
40,s75666,7
40,s23334,10
40,s11772,3
40,s26645,3
40,s51177,5
40,s137452,1
40,s58754,6
40,s151040,4
40,s170460,3
40,s161122,8
40,s91893,4
40,s44639,10
40,s12812,9
40,s24605,5
40,s74059,1
40,s133001,7
40,s66349,1
40,s62570,9
40,s26722,4
40,s72800,5
40,s40133,10
40,s85332,9
40,s84285,6
40,s153805,3
40,s55117,1
40,s105086,3
40,s79175,1
40,s147794,7
41,s78329,3
41,s27204,4
41,s12011,10
41,s6033,5
41,s126205,10
41,s144751,10
41,s97088,9
41,s129006,10
41,s34838,5
41,s8678,8
41,s111367,2
41,s121736,6
41,s153733,8
41,s15428,3
41,s128268,9
41,s142470,2
41,s93188,6
41,s157948,4
41,s39894,9
41,s4121,7
41,s79083,4
41,s130341,7
41,s169026,10
41,s156629,6
41,s153908,3
41,s127173,1
41,s137726,9
41,s98511,8
41,s19785,8
41,s70844,2
42,s136088,4
42,s69183,10
42,s158971,6
42,s78774,8
42,s51361,10
42,s148510,2
42,s20353,5
42,s67825,9
42,s103047,1
42,s69197,4
42,s36126,4
42,s96870,9
42,s127425,2
42,s109842,7
42,s146463,7
42,s124201,7
42,s24237,9
42,s5104,9
42,s72394,2
42,s66303,4
42,s117894,7
42,s123158,2
42,s91701,9
42,s23220,5
42,s140094,10
42,s115089,2
42,s104646,2
42,s11126,2
42,s161355,2
42,s139234,10
43,s6311,5
43,s87010,5
43,s20164,6
43,s89422,8
43,s51727,9
43,s124806,1
43,s121340,6
43,s79289,8
43,s32249,5
43,s148206,7
43,s47434,7
43,s120187,5
43,s70733,3
43,s81888,7
43,s20953,3
43,s139968,8
43,s52501,8
43,s1122,8
43,s129037,9
43,s45563,8
43,s42419,4
43,s91474,7
43,s33650,9
43,s52716,7
43,s102199,4
43,s131423,9
43,s120081,4
43,s14337,2
43,s147019,7
43,s46956,10
44,s77404,8
44,s24695,1
44,s156902,9
44,s21193,7
44,s19780,7
44,s158646,1
44,s144342,3
44,s39492,4
44,s70026,4
44,s16698,5
44,s156380,7
44,s117523,2
44,s121927,5
44,s74580,9
44,s103205,8
44,s24296,3
44,s105252,3
44,s128925,1
44,s91359,9
44,s19838,3
44,s32654,5
44,s10583,7
44,s127863,8
44,s122943,10
44,s81304,5
44,s117403,2
44,s76922,10
44,s123065,1
44,s58797,8
44,s71398,7
45,s149113,7
45,s82439,2
45,s122173,1
45,s102058,8
45,s50298,3
45,s170316,2
45,s91721,2
45,s70310,4
45,s83174,5
45,s12128,10
45,s137883,8
45,s36748,6
45,s131005,8
45,s153250,5
45,s19374,10
45,s134307,1
45,s31507,3
45,s164678,3
45,s151060,3
45,s18820,6
45,s40530,10
45,s157619,7
45,s56083,5
45,s112270,4
45,s124195,9
45,s38353,3
45,s91279,1
45,s107534,3
45,s33813,9
45,s78944,2
46,s154666,9
46,s61100,2
46,s69805,5
46,s120324,4
46,s91837,5
46,s17730,6
46,s37300,5
46,s38449,5
46,s159734,1
46,s72815,8
46,s158149,7
46,s56651,3
46,s126474,5
46,s137542,4
46,s66956,8
46,s71454,8
46,s123910,10
46,s69211,8
46,s162778,8
46,s149632,3
46,s121838,5
46,s66525,9
46,s41352,7
46,s13793,10
46,s5150,9
46,s81693,7
46,s22382,4
46,s16737,8
46,s106819,7
46,s1233,1
47,s141364,7
47,s17062,1
47,s117104,10
47,s29990,8
47,s20097,7
47,s99940,8
47,s3445,10
47,s87058,8
47,s161986,4
47,s148617,3
47,s63068,7
47,s111540,4
47,s3516,5
47,s25286,3
47,s138969,5
47,s81552,5
47,s33468,8
47,s46462,2
47,s111708,3
47,s44021,10
47,s66550,2
47,s27964,6
47,s105316,6
47,s9023,6
47,s23237,4
47,s169469,3
47,s21986,7
47,s131117,7
47,s6779,3
47,s146176,7
48,s126689,9
48,s21258,10
48,s37598,5
48,s17001,3
48,s63014,3
48,s152423,4
48,s105826,5
48,s37607,2
48,s140625,5
48,s163967,4
48,s147059,3
48,s46463,2
48,s22008,1
48,s10419,1
48,s155182,1
48,s135477,4
48,s29822,10
48,s138087,1
48,s76292,5
48,s92053,5
48,s39007,7
48,s11965,3
48,s11271,1
48,s132382,8
48,s141484,1
48,s169834,10
48,s86623,2
48,s155129,8
48,s63400,1
48,s4298,5
49,s2745,1
49,s126572,2
49,s42702,8
49,s1202,8
49,s163220,4
49,s52294,2
49,s33538,3
49,s8309,7
49,s114418,7
49,s16395,6
49,s25464,5
49,s88159,9
49,s71275,2
49,s6776,5
49,s42557,10
49,s155404,10
49,s151603,4
49,s107629,6
49,s79937,1
49,s95793,2
49,s78151,8
49,s79539,10
49,s91332,6
49,s62044,2
49,s55537,1
49,s83335,10
49,s28360,8
49,s66870,5
49,s144800,5
49,s100456,6
50,s103873,9
50,s105496,8
50,s144157,3
50,s107350,6
50,s59766,4
50,s91482,3
50,s61251,5
50,s36988,4
50,s23455,1
50,s146289,10
50,s18349,4
50,s136676,5
50,s13391,9
50,s3696,2
50,s17496,5
50,s13006,2
50,s116830,2
50,s46424,8
50,s17907,10
50,s37351,4
50,s65656,8
50,s93568,9
50,s154112,1
50,s4629,4
50,s55688,8
50,s19270,1
50,s37389,7
50,s61677,9
50,s162655,1
50,s71739,4
51,s168679,1
51,s39151,10
51,s42999,10
51,s143299,6
51,s111720,1
51,s106695,8
51,s164724,5
51,s48106,7
51,s15215,9
51,s24441,6
51,s54733,8
51,s48778,9
51,s62275,10
51,s134118,7
51,s72886,6
51,s28404,7
51,s49481,4
51,s113261,1
51,s3644,2
51,s20961,4
51,s124320,5
51,s156673,1
51,s162579,10
51,s58165,10
51,s135215,5
51,s78062,9
51,s77868,1
51,s1618,2
51,s128321,2
51,s153336,1
52,s63965,9
52,s39267,7
52,s135409,5
52,s82349,4
52,s100592,7
52,s50911,6
52,s106850,1
52,s52681,9
52,s44582,1
52,s170058,6
52,s93571,4
52,s80537,3
52,s137865,4
52,s134350,4
52,s140020,1
52,s137215,10
52,s41857,8
52,s17008,8
52,s26861,3
52,s167656,10
52,s19576,5
52,s68827,6
52,s29509,8
52,s73002,7
52,s36438,2
52,s78001,1
52,s91958,6
52,s8236,9
52,s124510,6
52,s121283,7
53,s126539,7
53,s148775,10
53,s31616,5
53,s155258,6
53,s153793,6
53,s99009,8
53,s123585,7
53,s82394,8
53,s128168,3
53,s89302,8
53,s27732,9
53,s120677,5
53,s98070,4
53,s91631,1
53,s108475,4
53,s102051,10
53,s116212,2
53,s27801,5
53,s35898,7
53,s153397,3
53,s135847,9
53,s50377,5
53,s164556,4
53,s134637,3
53,s94533,5
53,s156380,8
53,s44209,8
53,s65717,7
53,s148217,3
53,s38919,7
54,s62009,5
54,s120152,3
54,s98590,3
54,s67559,6
54,s2781,7
54,s141731,5
54,s4198,2
54,s2078,6
54,s53986,2
54,s123842,1
54,s45770,7
54,s67578,6
54,s43541,1
54,s76408,6
54,s170260,10
54,s63610,7
54,s115430,5
54,s27917,7
54,s5200,8
54,s164301,1
54,s109025,7
54,s134864,3
54,s94202,3
54,s136382,2
54,s71356,4
54,s146375,9
54,s162057,7
54,s23861,5
54,s119845,9
54,s41111,6
55,s1708,8
55,s123761,1
55,s75857,1
55,s93046,3
55,s20576,5
55,s141067,5
55,s10286,10
55,s38096,6
55,s64116,9
55,s144331,5
55,s53922,4
55,s127646,8
55,s169196,1
55,s48919,10
55,s165630,2
55,s143196,9
55,s48050,8
55,s154432,3
55,s49551,2
55,s87924,10
55,s15497,3
55,s31065,8
55,s120226,4
55,s8993,2
55,s157666,9
55,s143903,5
55,s129308,6
55,s113135,3
55,s27431,5
55,s36358,4
56,s6813,10
56,s168920,7
56,s128241,2
56,s163345,5
56,s103566,6
56,s92101,8
56,s136157,10
56,s152892,7
56,s107873,5
56,s8434,3
56,s157608,7
56,s160921,2
56,s166193,7
56,s10451,1
56,s143950,8
56,s1200,6
56,s28913,1
56,s103525,8
56,s113318,7
56,s40155,2
56,s88421,8
56,s6615,6
56,s131033,7
56,s104254,3
56,s23870,9
56,s88973,10
56,s14877,9
56,s152017,10
56,s32235,9
56,s3273,2
57,s24988,4
57,s105328,4
57,s164379,9
57,s120956,6
57,s157051,10
57,s148899,7
57,s128827,10
57,s74602,8
57,s93167,5
57,s38628,2
57,s140856,7
57,s56840,6
57,s81287,5
57,s10383,7
57,s58779,3
57,s106922,8
57,s9203,10
57,s83430,2
57,s128659,7
57,s96673,1
57,s24973,5
57,s102957,8
57,s41059,6
57,s93026,6
57,s121703,7
57,s7475,9
57,s5986,5
57,s88223,4
57,s35955,7
57,s141415,2
58,s74837,6
58,s11061,7
58,s129275,6
58,s151047,4
58,s149542,7
58,s114424,10
58,s38608,3
58,s151763,1
58,s159500,10
58,s107851,8
58,s71417,8
58,s14171,10
58,s736,8
58,s17129,6
58,s164171,7
58,s53297,10
58,s136459,10
58,s151203,8
58,s138168,2
58,s36666,8
58,s140713,5
58,s74059,7
58,s52817,5
58,s168652,6
58,s21137,10
58,s40327,9
58,s23385,10
58,s155784,5
58,s146168,9
58,s167086,9
59,s62677,2
59,s57441,8
59,s124047,3
59,s62615,9
59,s8473,5
59,s17585,5
59,s145249,7
59,s111286,4
